date,city,kitchen_id,item_name,category,price,orders,weekday,promo_flag,temperature,kitchen_capacity,delivery_distance_km,holiday_flag
2024-11-04,Hyderabad,KFHY1,Chicken Wrap,Snacks,266,81,Monday,1,27,383,6.24,0
2024-12-25,Kolkata,KFKO2,Cold Coffee,Beverages,374,31,Wednesday,0,37,502,1.04,0
2024-04-04,Bangalore,KFBA3,Brownie,Dessert,256,27,Thursday,0,27,449,1.41,0
2024-11-17,Pune,KFPU1,Brownie,Dessert,285,5,Sunday,0,20,270,6.26,1
2024-03-26,Pune,KFPU1,Paneer Biryani,Main Course,270,13,Tuesday,0,36,419,2.61,0
2024-06-12,Delhi,KFDE1,Cold Coffee,Beverages,299,98,Wednesday,0,32,357,4.43,0
2024-01-20,Chennai,KFCH1,Cold Coffee,Beverages,477,63,Saturday,0,31,497,1.54,1
2024-01-08,Hyderabad,KFHY1,Pepperoni Pizza,Main Course,221,88,Monday,0,34,415,5.89,0
2024-08-23,Kolkata,KFKO4,Pepperoni Pizza,Main Course,341,116,Friday,0,18,505,3.92,0
2024-03-03,Delhi,KFDE1,Margherita Pizza,Main Course,445,34,Sunday,0,33,271,2.99,1
2024-09-02,Bangalore,KFBA1,Pepperoni Pizza,Main Course,219,15,Monday,0,33,516,5.74,0
2024-11-11,Delhi,KFDE2,Veg Wrap,Snacks,218,21,Monday,1,36,282,0.58,0
2024-06-20,Pune,KFPU3,Paneer Biryani,Main Course,175,44,Thursday,0,19,427,3.26,0
2024-04-12,Pune,KFPU3,Margherita Pizza,Main Course,432,86,Friday,1,27,529,2.17,0
2024-06-06,Delhi,KFDE3,Paneer Biryani,Main Course,428,43,Thursday,0,20,397,2.87,0
2024-07-13,Hyderabad,KFHY3,Brownie,Dessert,136,23,Saturday,0,25,579,5.68,1
2024-08-27,Mumbai,KFMU3,Brownie,Dessert,432,14,Tuesday,0,21,227,1.71,0
2024-11-28,Hyderabad,KFHY3,Margherita Pizza,Main Course,462,17,Thursday,0,31,454,7.28,0
2024-11-27,Chennai,KFCH2,Margherita Pizza,Main Course,121,110,Wednesday,0,27,272,2.04,0
2024-02-07,Bangalore,KFBA2,Chicken Biryani,Main Course,494,39,Wednesday,0,35,369,7.69,0
2024-03-07,Mumbai,KFMU4,Margherita Pizza,Main Course,322,108,Thursday,0,18,489,4.76,0
2024-05-16,Kolkata,KFKO1,Paneer Biryani,Main Course,249,9,Thursday,0,37,337,2.98,0
2024-04-17,Kolkata,KFKO2,Pepperoni Pizza,Main Course,197,19,Wednesday,0,34,439,6.81,0
2024-10-11,Bangalore,KFBA1,Brownie,Dessert,212,48,Friday,0,32,451,3.75,0
2024-04-21,Chennai,KFCH1,Chicken Wrap,Snacks,434,8,Sunday,0,24,237,6.82,1
2024-08-21,Bangalore,KFBA4,Chicken Wrap,Snacks,311,21,Wednesday,0,30,345,4.89,0
2024-07-22,Chennai,KFCH1,Margherita Pizza,Main Course,273,46,Monday,0,19,384,1.08,0
2024-05-23,Chennai,KFCH2,Veg Wrap,Snacks,330,88,Thursday,1,24,354,6.92,0
2024-11-30,Mumbai,KFMU4,Brownie,Dessert,168,52,Saturday,0,20,314,6.24,1
2024-04-16,Delhi,KFDE1,Pepperoni Pizza,Main Course,185,34,Tuesday,0,37,405,0.58,0
2024-03-10,Chennai,KFCH3,Chicken Biryani,Main Course,334,58,Sunday,0,37,398,1.93,1
2024-11-10,Chennai,KFCH2,Cold Coffee,Beverages,452,78,Sunday,0,36,550,7.33,1
2024-05-24,Chennai,KFCH3,Margherita Pizza,Main Course,493,43,Friday,0,32,278,4.0,0
2024-02-02,Delhi,KFDE4,Paneer Biryani,Main Course,297,36,Friday,0,26,202,3.21,0
2024-09-14,Mumbai,KFMU2,Chicken Biryani,Main Course,336,36,Saturday,0,22,267,5.41,1
2024-05-16,Chennai,KFCH2,Cold Coffee,Beverages,409,112,Thursday,0,23,596,5.73,0
2024-08-01,Pune,KFPU3,Pepperoni Pizza,Main Course,312,119,Thursday,0,27,273,3.73,0
2024-09-19,Chennai,KFCH2,Margherita Pizza,Main Course,333,60,Thursday,1,34,407,2.57,0
2024-02-21,Mumbai,KFMU2,Chicken Wrap,Snacks,411,39,Wednesday,0,26,281,2.12,0
2024-07-07,Hyderabad,KFHY4,Brownie,Dessert,361,62,Sunday,0,19,420,0.82,1
2024-01-01,Kolkata,KFKO4,Chicken Biryani,Main Course,216,43,Monday,1,37,422,7.26,0
2024-02-17,Mumbai,KFMU4,Margherita Pizza,Main Course,499,81,Saturday,1,30,477,5.95,1
2024-07-27,Chennai,KFCH1,Paneer Biryani,Main Course,281,98,Saturday,1,25,478,5.27,1
2024-04-30,Pune,KFPU1,Cold Coffee,Beverages,242,30,Tuesday,0,38,296,3.0,0
2024-02-11,Pune,KFPU1,Pepperoni Pizza,Main Course,147,16,Sunday,0,29,462,3.77,1
2024-04-02,Bangalore,KFBA4,Cold Coffee,Beverages,133,63,Tuesday,0,27,575,5.66,0
2024-05-23,Bangalore,KFBA3,Brownie,Dessert,495,111,Thursday,0,19,571,4.74,0
2024-09-01,Bangalore,KFBA4,Paneer Biryani,Main Course,190,60,Sunday,0,35,407,3.88,1
2024-09-29,Chennai,KFCH1,Cold Coffee,Beverages,272,110,Sunday,0,18,494,5.65,1
2024-02-12,Hyderabad,KFHY2,Chicken Biryani,Main Course,430,112,Monday,0,22,449,5.79,0
2024-04-12,Chennai,KFCH4,Chicken Biryani,Main Course,417,37,Friday,0,23,533,1.85,0
2024-01-09,Kolkata,KFKO3,Veg Wrap,Snacks,291,87,Tuesday,0,37,487,7.2,0
2024-02-24,Hyderabad,KFHY1,Chicken Wrap,Snacks,196,65,Saturday,0,20,421,5.71,1
2024-09-04,Mumbai,KFMU1,Chicken Biryani,Main Course,369,94,Wednesday,0,18,540,2.18,0
2024-04-29,Pune,KFPU4,Chicken Biryani,Main Course,264,44,Monday,0,30,473,5.21,0
2024-09-26,Pune,KFPU2,Chicken Biryani,Main Course,145,65,Thursday,0,34,419,6.32,0
2024-09-05,Bangalore,KFBA4,Cold Coffee,Beverages,440,78,Thursday,0,31,455,1.83,0
2024-09-18,Delhi,KFDE3,Cold Coffee,Beverages,395,93,Wednesday,0,29,477,1.17,0
2024-01-14,Delhi,KFDE4,Pepperoni Pizza,Main Course,155,65,Sunday,0,19,455,2.82,1
2024-12-28,Bangalore,KFBA2,Chicken Biryani,Main Course,142,92,Saturday,1,20,264,0.53,1
2024-02-09,Kolkata,KFKO1,Veg Wrap,Snacks,383,18,Friday,1,24,300,4.61,0
2024-03-22,Pune,KFPU3,Paneer Biryani,Main Course,315,34,Friday,0,18,267,1.04,0
2024-10-25,Kolkata,KFKO4,Chicken Biryani,Main Course,478,17,Friday,0,36,280,7.79,0
2024-05-06,Delhi,KFDE1,Chicken Biryani,Main Course,457,107,Monday,1,36,310,2.59,0
2024-05-15,Hyderabad,KFHY1,Chicken Wrap,Snacks,134,73,Wednesday,0,35,394,6.35,0
2024-01-09,Pune,KFPU3,Chicken Biryani,Main Course,236,88,Tuesday,0,30,521,3.29,0
2024-04-02,Bangalore,KFBA4,Veg Wrap,Snacks,277,71,Tuesday,0,19,264,7.92,0
2024-06-19,Kolkata,KFKO1,Margherita Pizza,Main Course,144,31,Wednesday,0,23,562,5.64,0
2024-12-30,Hyderabad,KFHY2,Paneer Biryani,Main Course,476,32,Monday,0,30,544,2.32,0
2024-09-25,Hyderabad,KFHY3,Brownie,Dessert,270,18,Wednesday,0,25,454,4.42,0
2024-09-06,Chennai,KFCH1,Veg Wrap,Snacks,395,36,Friday,0,31,217,1.6,0
2024-12-15,Hyderabad,KFHY4,Pepperoni Pizza,Main Course,353,58,Sunday,0,22,583,7.15,1
2024-03-27,Kolkata,KFKO4,Veg Wrap,Snacks,291,68,Wednesday,0,28,320,4.28,0
2024-05-14,Bangalore,KFBA1,Pepperoni Pizza,Main Course,424,82,Tuesday,0,19,422,5.67,0
2024-11-15,Delhi,KFDE1,Paneer Biryani,Main Course,135,77,Friday,0,26,332,4.61,0
2024-03-01,Pune,KFPU1,Brownie,Dessert,150,52,Friday,0,26,283,7.17,0
2024-10-01,Kolkata,KFKO2,Margherita Pizza,Main Course,222,91,Tuesday,0,35,220,2.35,0
2024-01-06,Mumbai,KFMU4,Chicken Wrap,Snacks,339,78,Saturday,0,31,567,1.7,1
2024-10-30,Chennai,KFCH3,Cold Coffee,Beverages,234,45,Wednesday,1,39,444,3.58,0
2024-10-30,Chennai,KFCH3,Chicken Biryani,Main Course,438,94,Wednesday,0,35,527,0.89,0
2024-04-28,Bangalore,KFBA2,Paneer Biryani,Main Course,246,101,Sunday,0,34,456,1.48,1
2024-12-20,Delhi,KFDE3,Veg Wrap,Snacks,238,103,Friday,0,32,258,3.77,0
2024-07-10,Kolkata,KFKO4,Paneer Biryani,Main Course,277,60,Wednesday,1,22,211,6.67,0
2024-06-22,Bangalore,KFBA4,Chicken Biryani,Main Course,140,91,Saturday,0,22,467,4.1,1
2024-05-20,Bangalore,KFBA1,Chicken Biryani,Main Course,355,74,Monday,0,29,319,1.95,0
2024-12-03,Pune,KFPU3,Pepperoni Pizza,Main Course,248,81,Tuesday,1,29,266,6.45,0
2024-06-15,Delhi,KFDE3,Margherita Pizza,Main Course,454,15,Saturday,1,33,537,3.89,1
2024-10-15,Bangalore,KFBA2,Veg Wrap,Snacks,495,125,Tuesday,1,23,520,5.53,0
2024-04-09,Hyderabad,KFHY3,Cold Coffee,Beverages,199,79,Tuesday,0,18,240,7.12,0
2024-03-03,Pune,KFPU1,Chicken Wrap,Snacks,298,94,Sunday,0,38,520,6.29,1
2024-03-26,Bangalore,KFBA1,Cold Coffee,Beverages,447,102,Tuesday,0,18,383,2.65,0
2024-01-16,Chennai,KFCH3,Cold Coffee,Beverages,275,54,Tuesday,0,26,336,1.01,0
2024-02-12,Delhi,KFDE4,Brownie,Dessert,364,136,Monday,1,18,220,3.54,0
2024-11-11,Bangalore,KFBA3,Brownie,Dessert,154,54,Monday,1,38,431,6.2,0
2024-02-14,Bangalore,KFBA4,Chicken Wrap,Snacks,467,104,Wednesday,0,19,470,2.43,0
2024-03-31,Chennai,KFCH4,Margherita Pizza,Main Course,121,103,Sunday,0,33,541,7.82,1
2024-11-22,Chennai,KFCH3,Paneer Biryani,Main Course,382,42,Friday,0,28,285,0.57,0
2024-03-22,Mumbai,KFMU1,Paneer Biryani,Main Course,370,46,Friday,0,25,461,1.57,0
2024-09-04,Delhi,KFDE3,Chicken Biryani,Main Course,415,40,Wednesday,0,32,297,5.83,0
2024-05-06,Bangalore,KFBA2,Veg Wrap,Snacks,498,23,Monday,0,35,264,7.42,0
2024-03-07,Bangalore,KFBA2,Veg Wrap,Snacks,186,102,Thursday,0,22,449,3.35,0
2024-11-07,Kolkata,KFKO3,Pepperoni Pizza,Main Course,149,100,Thursday,0,36,564,6.38,0
2024-08-06,Delhi,KFDE4,Margherita Pizza,Main Course,142,117,Tuesday,0,23,501,4.69,0
2024-11-02,Kolkata,KFKO3,Margherita Pizza,Main Course,395,27,Saturday,0,26,586,2.79,1
2024-12-01,Kolkata,KFKO1,Paneer Biryani,Main Course,348,103,Sunday,0,38,429,5.23,1
2024-06-05,Pune,KFPU3,Margherita Pizza,Main Course,230,107,Wednesday,0,30,575,7.15,0
2024-05-27,Bangalore,KFBA1,Veg Wrap,Snacks,159,135,Monday,1,20,489,4.35,0
2024-04-21,Bangalore,KFBA3,Chicken Biryani,Main Course,192,134,Sunday,1,34,423,7.29,1
2024-06-18,Hyderabad,KFHY4,Veg Wrap,Snacks,339,9,Tuesday,0,23,499,5.81,0
2024-08-05,Mumbai,KFMU1,Pepperoni Pizza,Main Course,399,84,Monday,0,25,290,6.43,0
2024-12-16,Delhi,KFDE2,Chicken Biryani,Main Course,334,82,Monday,1,27,221,6.43,0
2024-03-19,Mumbai,KFMU3,Brownie,Dessert,497,27,Tuesday,0,27,459,2.4,0
2024-02-18,Delhi,KFDE2,Margherita Pizza,Main Course,309,5,Sunday,0,37,206,0.76,1
2024-07-24,Hyderabad,KFHY1,Cold Coffee,Beverages,227,61,Wednesday,0,36,277,4.67,0
2024-09-03,Pune,KFPU2,Pepperoni Pizza,Main Course,258,8,Tuesday,0,25,257,1.3,0
2024-05-01,Delhi,KFDE4,Veg Wrap,Snacks,413,6,Wednesday,0,37,255,1.65,0
2024-10-31,Bangalore,KFBA3,Brownie,Dessert,241,99,Thursday,0,18,531,6.74,0
2024-12-09,Hyderabad,KFHY2,Margherita Pizza,Main Course,336,27,Monday,0,34,454,2.96,0
2024-08-09,Mumbai,KFMU2,Veg Wrap,Snacks,351,60,Friday,0,26,302,4.96,0
2024-10-08,Pune,KFPU1,Brownie,Dessert,278,28,Tuesday,0,23,349,6.62,0
2024-06-06,Mumbai,KFMU3,Paneer Biryani,Main Course,314,43,Thursday,0,19,546,7.87,0
2024-09-16,Pune,KFPU4,Veg Wrap,Snacks,143,112,Monday,0,39,204,1.47,0
2024-02-24,Mumbai,KFMU2,Pepperoni Pizza,Main Course,458,90,Saturday,0,35,289,0.62,1
2024-01-30,Hyderabad,KFHY4,Chicken Wrap,Snacks,187,105,Tuesday,0,28,554,4.1,0
2024-07-21,Pune,KFPU3,Paneer Biryani,Main Course,237,56,Sunday,0,25,483,2.4,1
2024-04-07,Kolkata,KFKO2,Pepperoni Pizza,Main Course,364,76,Sunday,0,23,319,1.77,1
2024-07-01,Pune,KFPU2,Chicken Wrap,Snacks,228,123,Monday,1,28,272,3.83,0
2024-06-04,Delhi,KFDE3,Margherita Pizza,Main Course,411,41,Tuesday,0,24,248,0.5,0
2024-10-05,Mumbai,KFMU4,Chicken Biryani,Main Course,298,47,Saturday,0,33,394,6.88,1
2024-09-14,Pune,KFPU3,Brownie,Dessert,327,119,Saturday,0,19,359,1.07,1
2024-09-30,Kolkata,KFKO4,Brownie,Dessert,384,59,Monday,0,28,355,7.33,0
2024-12-26,Hyderabad,KFHY2,Chicken Biryani,Main Course,209,8,Thursday,0,35,394,3.15,0
2024-05-08,Pune,KFPU3,Chicken Wrap,Snacks,214,40,Wednesday,0,23,339,2.93,0
2024-11-23,Bangalore,KFBA1,Pepperoni Pizza,Main Course,280,8,Saturday,0,37,293,5.38,1
2024-11-05,Chennai,KFCH1,Pepperoni Pizza,Main Course,426,18,Tuesday,0,24,345,5.28,0
2024-05-15,Delhi,KFDE2,Margherita Pizza,Main Course,274,44,Wednesday,1,34,376,4.76,0
2024-02-04,Chennai,KFCH2,Paneer Biryani,Main Course,289,53,Sunday,0,21,253,3.39,1
2024-10-22,Mumbai,KFMU4,Pepperoni Pizza,Main Course,183,85,Tuesday,0,30,544,1.99,0
2024-10-22,Chennai,KFCH3,Chicken Biryani,Main Course,418,101,Tuesday,0,34,287,5.67,0
2024-08-10,Delhi,KFDE4,Paneer Biryani,Main Course,308,84,Saturday,0,20,552,6.11,1
2024-08-09,Hyderabad,KFHY3,Cold Coffee,Beverages,313,81,Friday,0,25,212,7.53,0
2024-05-25,Mumbai,KFMU1,Chicken Wrap,Snacks,429,54,Saturday,0,39,369,3.35,1
2024-03-12,Pune,KFPU3,Paneer Biryani,Main Course,329,70,Tuesday,0,22,417,1.41,0
2024-03-18,Delhi,KFDE1,Cold Coffee,Beverages,364,15,Monday,0,39,292,3.85,0
2024-10-19,Chennai,KFCH2,Cold Coffee,Beverages,311,108,Saturday,0,23,425,3.5,1
2024-04-13,Delhi,KFDE4,Chicken Wrap,Snacks,359,34,Saturday,0,37,325,7.89,1
2024-08-25,Delhi,KFDE1,Chicken Wrap,Snacks,346,23,Sunday,0,36,338,5.81,1
2024-11-24,Hyderabad,KFHY3,Cold Coffee,Beverages,177,9,Sunday,0,30,580,7.12,1
2024-07-18,Chennai,KFCH1,Chicken Wrap,Snacks,402,90,Thursday,0,35,542,6.06,0
2024-02-10,Delhi,KFDE1,Cold Coffee,Beverages,124,30,Saturday,1,35,305,3.45,1
2024-02-07,Kolkata,KFKO4,Chicken Biryani,Main Course,232,20,Wednesday,0,24,463,2.94,0
2024-09-11,Bangalore,KFBA3,Paneer Biryani,Main Course,205,94,Wednesday,0,23,588,5.56,0
2024-09-08,Chennai,KFCH2,Cold Coffee,Beverages,177,26,Sunday,0,28,231,3.2,1
2024-06-17,Chennai,KFCH4,Paneer Biryani,Main Course,198,12,Monday,0,36,586,5.17,0
2024-10-10,Mumbai,KFMU4,Chicken Biryani,Main Course,332,55,Thursday,0,36,399,7.65,0
2024-05-08,Chennai,KFCH3,Chicken Wrap,Snacks,310,56,Wednesday,0,30,418,0.66,0
2024-08-29,Hyderabad,KFHY2,Pepperoni Pizza,Main Course,258,31,Thursday,0,24,360,7.78,0
2024-06-30,Mumbai,KFMU4,Brownie,Dessert,274,68,Sunday,1,18,268,6.81,1
2024-10-21,Mumbai,KFMU1,Veg Wrap,Snacks,461,35,Monday,0,32,282,5.85,0
2024-09-25,Pune,KFPU2,Paneer Biryani,Main Course,479,48,Wednesday,0,33,324,1.37,0
2024-03-07,Delhi,KFDE3,Margherita Pizza,Main Course,420,90,Thursday,1,32,589,2.98,0
2024-03-24,Mumbai,KFMU3,Margherita Pizza,Main Course,230,71,Sunday,0,29,226,5.31,1
2024-03-26,Hyderabad,KFHY3,Paneer Biryani,Main Course,492,32,Tuesday,0,30,585,0.94,0
2024-01-31,Hyderabad,KFHY1,Chicken Biryani,Main Course,390,101,Wednesday,0,19,400,3.33,0
2024-01-01,Bangalore,KFBA1,Chicken Wrap,Snacks,476,117,Monday,0,31,595,3.96,0
2024-04-20,Mumbai,KFMU1,Margherita Pizza,Main Course,354,99,Saturday,0,20,594,3.76,1
2024-02-08,Pune,KFPU4,Chicken Wrap,Snacks,485,111,Thursday,1,28,437,6.87,0
2024-10-14,Hyderabad,KFHY1,Margherita Pizza,Main Course,228,80,Monday,1,19,539,6.49,0
2024-05-28,Mumbai,KFMU1,Veg Wrap,Snacks,275,36,Tuesday,0,38,471,3.63,0
2024-12-02,Bangalore,KFBA3,Chicken Wrap,Snacks,175,44,Monday,0,30,572,2.55,0
2024-03-22,Delhi,KFDE1,Brownie,Dessert,253,114,Friday,0,22,534,0.51,0
2024-05-24,Bangalore,KFBA4,Brownie,Dessert,476,111,Friday,0,25,298,7.16,0
2024-01-27,Chennai,KFCH3,Cold Coffee,Beverages,395,61,Saturday,0,21,403,6.85,1
2024-06-08,Pune,KFPU2,Brownie,Dessert,159,108,Saturday,0,18,299,4.07,1
2024-03-05,Delhi,KFDE3,Cold Coffee,Beverages,492,85,Tuesday,0,23,326,7.71,0
2024-08-24,Bangalore,KFBA3,Margherita Pizza,Main Course,165,29,Saturday,0,20,455,6.73,1
2024-11-25,Pune,KFPU2,Pepperoni Pizza,Main Course,285,5,Monday,0,39,388,1.15,0
2024-06-30,Bangalore,KFBA3,Pepperoni Pizza,Main Course,153,83,Sunday,0,27,444,6.78,1
2024-11-18,Delhi,KFDE4,Margherita Pizza,Main Course,397,136,Monday,1,32,441,1.92,0
2024-04-06,Kolkata,KFKO1,Brownie,Dessert,382,88,Saturday,0,32,404,5.67,1
2024-02-27,Kolkata,KFKO2,Veg Wrap,Snacks,208,117,Tuesday,0,39,456,5.41,0
2024-03-07,Hyderabad,KFHY4,Pepperoni Pizza,Main Course,181,79,Thursday,1,18,511,6.58,0
2024-04-05,Delhi,KFDE4,Pepperoni Pizza,Main Course,397,84,Friday,0,26,584,2.04,0
2024-05-03,Bangalore,KFBA1,Margherita Pizza,Main Course,253,76,Friday,1,28,494,3.81,0
2024-02-02,Bangalore,KFBA1,Chicken Wrap,Snacks,394,62,Friday,0,28,272,2.13,0
2024-01-19,Pune,KFPU3,Brownie,Dessert,247,29,Friday,0,30,517,4.04,0
2024-02-03,Delhi,KFDE2,Chicken Wrap,Snacks,439,84,Saturday,1,27,303,4.77,1
2024-07-07,Delhi,KFDE3,Pepperoni Pizza,Main Course,262,98,Sunday,0,26,447,7.77,1
2024-09-11,Mumbai,KFMU1,Margherita Pizza,Main Course,165,82,Wednesday,0,23,258,7.49,0
2024-02-20,Bangalore,KFBA4,Brownie,Dessert,289,15,Tuesday,0,37,425,5.22,0
2024-11-23,Kolkata,KFKO4,Brownie,Dessert,420,10,Saturday,0,19,528,4.67,1
2024-08-13,Pune,KFPU2,Paneer Biryani,Main Course,182,115,Tuesday,0,37,532,2.38,0
2024-03-04,Mumbai,KFMU1,Chicken Wrap,Snacks,344,14,Monday,0,30,224,7.51,0
2024-08-12,Delhi,KFDE4,Brownie,Dessert,188,90,Monday,1,35,571,7.52,0
2024-08-22,Bangalore,KFBA3,Chicken Wrap,Snacks,148,48,Thursday,0,35,435,4.97,0
2024-10-14,Hyderabad,KFHY1,Cold Coffee,Beverages,218,98,Monday,0,34,228,6.68,0
2024-10-15,Chennai,KFCH3,Chicken Wrap,Snacks,158,93,Tuesday,0,21,251,4.26,0
2024-05-15,Hyderabad,KFHY3,Chicken Biryani,Main Course,189,40,Wednesday,0,25,347,7.13,0
2024-08-18,Chennai,KFCH1,Cold Coffee,Beverages,340,9,Sunday,0,35,364,2.88,1
2024-12-21,Delhi,KFDE3,Brownie,Dessert,121,19,Saturday,0,34,353,1.07,1
2024-03-06,Chennai,KFCH1,Pepperoni Pizza,Main Course,307,69,Wednesday,0,37,581,1.13,0
2024-08-10,Kolkata,KFKO1,Brownie,Dessert,345,107,Saturday,0,21,586,3.08,1
2024-10-10,Chennai,KFCH4,Chicken Wrap,Snacks,421,88,Thursday,1,19,423,3.65,0
2024-01-11,Bangalore,KFBA3,Paneer Biryani,Main Course,276,73,Thursday,0,30,352,6.83,0
2024-04-25,Bangalore,KFBA2,Brownie,Dessert,160,79,Thursday,1,24,416,0.89,0
2024-03-03,Bangalore,KFBA1,Chicken Wrap,Snacks,449,42,Sunday,0,30,412,4.85,1
2024-08-23,Hyderabad,KFHY4,Chicken Wrap,Snacks,204,9,Friday,0,23,427,6.66,0
2024-02-29,Hyderabad,KFHY2,Paneer Biryani,Main Course,201,33,Thursday,0,27,596,2.48,0
2024-08-29,Chennai,KFCH3,Veg Wrap,Snacks,287,74,Thursday,0,25,529,4.35,0
2024-04-17,Bangalore,KFBA1,Brownie,Dessert,282,44,Wednesday,1,26,219,0.62,0
2024-06-02,Bangalore,KFBA4,Pepperoni Pizza,Main Course,411,45,Sunday,0,24,418,3.08,1
2024-12-01,Chennai,KFCH4,Cold Coffee,Beverages,473,107,Sunday,0,24,333,1.52,1
2024-01-09,Mumbai,KFMU1,Veg Wrap,Snacks,341,69,Tuesday,0,33,312,5.22,0
2024-09-19,Delhi,KFDE1,Chicken Biryani,Main Course,461,38,Thursday,0,30,470,7.0,0
2024-07-28,Chennai,KFCH3,Pepperoni Pizza,Main Course,155,50,Sunday,0,28,573,2.7,1
2024-12-31,Chennai,KFCH3,Pepperoni Pizza,Main Course,286,90,Tuesday,0,36,561,5.84,0
2024-09-02,Mumbai,KFMU2,Veg Wrap,Snacks,296,34,Monday,0,38,353,4.15,0
2024-05-19,Mumbai,KFMU2,Chicken Biryani,Main Course,255,112,Sunday,0,21,570,6.7,1
2024-05-13,Pune,KFPU4,Cold Coffee,Beverages,454,74,Monday,0,36,482,3.26,0
2024-09-02,Pune,KFPU3,Cold Coffee,Beverages,334,21,Monday,0,24,360,1.73,0
2024-03-23,Mumbai,KFMU3,Veg Wrap,Snacks,463,16,Saturday,0,19,261,6.1,1
2024-03-19,Delhi,KFDE3,Chicken Biryani,Main Course,269,85,Tuesday,0,26,453,6.28,0
2024-06-11,Delhi,KFDE3,Cold Coffee,Beverages,249,136,Tuesday,1,30,518,5.79,0
2024-10-23,Pune,KFPU1,Cold Coffee,Beverages,446,29,Wednesday,0,26,393,6.47,0
2024-12-22,Delhi,KFDE4,Chicken Wrap,Snacks,268,65,Sunday,0,29,533,6.83,1
2024-08-05,Delhi,KFDE1,Veg Wrap,Snacks,201,95,Monday,0,28,246,2.41,0
2024-08-23,Kolkata,KFKO4,Veg Wrap,Snacks,365,58,Friday,0,20,340,2.3,0
2024-06-23,Kolkata,KFKO1,Chicken Biryani,Main Course,482,29,Sunday,0,29,504,1.59,1
2024-09-17,Pune,KFPU1,Cold Coffee,Beverages,456,34,Tuesday,0,32,250,2.16,0
2024-01-26,Bangalore,KFBA4,Brownie,Dessert,335,75,Friday,0,18,309,7.42,0
2024-07-24,Kolkata,KFKO2,Chicken Biryani,Main Course,209,109,Wednesday,0,18,594,4.57,0
2024-08-01,Delhi,KFDE4,Paneer Biryani,Main Course,265,26,Thursday,0,37,499,6.73,0
2024-02-19,Chennai,KFCH3,Margherita Pizza,Main Course,138,56,Monday,0,32,524,7.84,0
2024-11-23,Mumbai,KFMU3,Veg Wrap,Snacks,183,86,Saturday,0,18,299,6.63,1
2024-08-28,Pune,KFPU3,Veg Wrap,Snacks,476,14,Wednesday,0,24,568,1.64,0
2024-01-09,Pune,KFPU2,Pepperoni Pizza,Main Course,349,13,Tuesday,0,28,466,4.06,0
2024-03-15,Hyderabad,KFHY3,Veg Wrap,Snacks,228,87,Friday,0,38,447,5.91,0
2024-11-16,Pune,KFPU4,Pepperoni Pizza,Main Course,416,42,Saturday,0,27,495,6.6,1
2024-05-09,Mumbai,KFMU3,Brownie,Dessert,207,6,Thursday,0,26,248,4.22,0
2024-02-03,Chennai,KFCH2,Cold Coffee,Beverages,138,72,Saturday,1,34,545,5.72,1
2024-04-16,Delhi,KFDE3,Chicken Wrap,Snacks,251,45,Tuesday,1,24,254,1.73,0
2024-06-03,Pune,KFPU2,Chicken Biryani,Main Course,289,88,Monday,1,21,584,1.65,0
2024-06-09,Pune,KFPU4,Paneer Biryani,Main Course,287,65,Sunday,0,34,365,1.67,1
2024-11-15,Hyderabad,KFHY4,Cold Coffee,Beverages,380,24,Friday,0,25,368,1.99,0
2024-02-25,Mumbai,KFMU2,Brownie,Dessert,299,95,Sunday,0,22,482,4.77,1
2024-03-31,Bangalore,KFBA2,Cold Coffee,Beverages,401,75,Sunday,0,29,303,2.28,1
2024-07-02,Pune,KFPU4,Chicken Biryani,Main Course,441,41,Tuesday,0,35,545,5.05,0
2024-05-08,Delhi,KFDE1,Paneer Biryani,Main Course,380,94,Wednesday,0,38,576,3.4,0
2024-04-11,Kolkata,KFKO4,Brownie,Dessert,490,22,Thursday,0,18,363,7.61,0
2024-11-21,Kolkata,KFKO1,Brownie,Dessert,479,92,Thursday,0,34,531,6.83,0
2024-06-11,Chennai,KFCH4,Margherita Pizza,Main Course,420,79,Tuesday,0,27,549,7.74,0
2024-01-20,Hyderabad,KFHY4,Veg Wrap,Snacks,335,61,Saturday,1,35,561,2.5,1
2024-01-25,Hyderabad,KFHY4,Cold Coffee,Beverages,320,13,Thursday,0,26,503,4.21,0
2024-08-07,Delhi,KFDE1,Paneer Biryani,Main Course,143,86,Wednesday,0,20,233,1.79,0
2024-06-25,Kolkata,KFKO4,Margherita Pizza,Main Course,387,27,Tuesday,1,34,251,5.62,0
2024-12-11,Kolkata,KFKO3,Margherita Pizza,Main Course,436,26,Wednesday,0,23,516,6.79,0
2024-12-21,Chennai,KFCH3,Veg Wrap,Snacks,328,22,Saturday,0,29,497,2.95,1
2024-02-27,Bangalore,KFBA3,Pepperoni Pizza,Main Course,493,66,Tuesday,0,23,298,5.82,0
2024-01-07,Chennai,KFCH3,Paneer Biryani,Main Course,436,36,Sunday,0,18,342,5.01,1
2024-09-22,Pune,KFPU4,Chicken Wrap,Snacks,439,93,Sunday,0,33,560,2.03,1
2024-03-16,Bangalore,KFBA1,Veg Wrap,Snacks,482,62,Saturday,0,23,378,5.34,1
2024-09-24,Delhi,KFDE2,Margherita Pizza,Main Course,299,116,Tuesday,1,28,258,0.9,0
